Hours;Calls Presented;Calls Answered;Call Answered <= 45s;Call Answered (> 45s &<= 90s);Call Answered > 90s;Unanswered Calls;TMA;TME;% Answered;DATA_FORMATADA_1;DATA_FORMATADA_FINAL;HORA_FORMATADA;CLASSIFICAÇÃO_DIA;RESPONDIDAS_DN;RESPONDIDAS_DP;NS_DP;NS_DN;NÃO_RESPONDIDAS_DN;NÃO_RESPONDIDAS_DP;DATA_FORMATADA_2;MÊS;ANO;HORA_FORMATADA_2
2021-02-26 14:00:00;108;101;55;10;36;7;00:06:45;00:01:10;94%;2021-02-26;26/02/2021;14:00:00;DIA NOMAL;55;65;60%;51%;53;43;26/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-26 13:00:00;78;78;78;;;;00:05:34;00:00:00;100%;2021-02-26;26/02/2021;13:00:00;DIA NOMAL;78;78;100%;100%;0;0;26/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-26 12:00:00;88;85;44;4;37;3;00:07:30;00:01:23;97%;2021-02-26;26/02/2021;12:00:00;DIA NOMAL;44;48;55%;50%;44;40;26/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-26 11:00:00;116;108;25;13;70;8;00:06:26;00:01:49;93%;2021-02-26;26/02/2021;11:00:00;DIA NOMAL;25;38;33%;22%;91;78;26/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-26 10:00:00;123;116;30;25;61;7;00:06:22;00:02:12;94%;2021-02-26;26/02/2021;10:00:00;DIA NOMAL;30;55;45%;24%;93;68;26/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-26 09:00:00;112;103;25;7;71;9;00:06:46;00:03:15;92%;2021-02-26;26/02/2021;09:00:00;DIA NOMAL;25;32;29%;22%;87;80;26/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-26 08:00:00;41;40;40;;;1;00:05:37;00:00:00;98%;2021-02-26;26/02/2021;08:00:00;DIA NOMAL;40;40;98%;98%;1;1;26/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-25 20:00:00;3;3;3;;;;00:02:47;00:00:00;100%;2021-02-25;25/02/2021;20:00:00;DIA NOMAL;3;3;100%;100%;0;0;25/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-25 19:00:00;9;9;9;;;;00:08:13;00:00:00;100%;2021-02-25;25/02/2021;19:00:00;DIA NOMAL;9;9;100%;100%;0;0;25/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-25 18:00:00;41;40;29;8;3;1;00:06:15;00:00:28;98%;2021-02-25;25/02/2021;18:00:00;DIA NOMAL;29;37;90%;71%;12;4;25/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-25 17:00:00;69;56;19;8;29;13;00:04:56;00:01:45;81%;2021-02-25;25/02/2021;17:00:00;DIA NOMAL;19;27;39%;28%;50;42;25/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-25 16:00:00;94;91;36;12;43;3;00:05:27;00:01:31;97%;2021-02-25;25/02/2021;16:00:00;DIA NOMAL;36;48;51%;38%;58;46;25/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-25 15:00:00;113;110;73;22;15;3;00:06:12;00:00:35;97%;2021-02-25;25/02/2021;15:00:00;DIA NOMAL;73;95;84%;65%;40;18;25/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-25 14:00:00;104;101;89;12;;3;00:04:12;00:00:13;97%;2021-02-25;25/02/2021;14:00:00;DIA NOMAL;89;101;97%;86%;15;3;25/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-25 13:00:00;79;77;69;3;5;2;00:05:19;00:00:11;98%;2021-02-25;25/02/2021;13:00:00;DIA NOMAL;69;72;91%;87%;10;7;25/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-25 12:00:00;104;104;91;6;7;;00:05:44;00:00:17;100%;2021-02-25;25/02/2021;12:00:00;DIA NOMAL;91;97;93%;88%;13;7;25/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-25 11:00:00;141;131;79;25;28;10;00:06:03;00:00:50;92%;2021-02-25;25/02/2021;11:00:00;DIA NOMAL;79;104;74%;56%;62;37;25/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-25 10:00:00;138;132;17;26;89;6;00:05:52;00:01:49;96%;2021-02-25;25/02/2021;10:00:00;DIA NOMAL;17;43;31%;12%;121;95;25/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-25 09:00:00;81;80;48;17;15;1;00:05:55;00:00:39;99%;2021-02-25;25/02/2021;09:00:00;DIA NOMAL;48;65;80%;59%;33;16;25/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-25 08:00:00;48;48;35;1;12;;00:05:56;00:00:52;100%;2021-02-25;25/02/2021;08:00:00;DIA NOMAL;35;36;75%;73%;13;12;25/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-24 20:00:00;5;5;5;;;;00:04:20;00:00:00;100%;2021-02-24;24/02/2021;20:00:00;DIA NOMAL;5;5;100%;100%;0;0;24/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-24 19:00:00;20;19;13;1;5;1;00:06:10;00:00:41;95%;2021-02-24;24/02/2021;19:00:00;DIA NOMAL;13;14;70%;65%;7;6;24/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-24 18:00:00;31;31;25;4;2;;00:05:07;00:00:25;100%;2021-02-24;24/02/2021;18:00:00;DIA NOMAL;25;29;94%;81%;6;2;24/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-24 17:00:00;60;53;2;3;48;7;00:07:54;00:03:13;88%;2021-02-24;24/02/2021;17:00:00;DIA NOMAL;2;5;8%;3%;58;55;24/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-24 16:00:00;90;82;29;8;45;8;00:06:31;00:02:10;91%;2021-02-24;24/02/2021;16:00:00;DIA NOMAL;29;37;41%;32%;61;53;24/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-24 15:00:00;109;105;39;24;42;4;00:06:39;00:01:09;96%;2021-02-24;24/02/2021;15:00:00;DIA NOMAL;39;63;58%;36%;70;46;24/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-24 14:00:00;113;101;1;5;95;12;00:06:20;00:02:57;89%;2021-02-24;24/02/2021;14:00:00;DIA NOMAL;1;6;5%;1%;112;107;24/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-24 13:00:00;105;100;13;8;79;5;00:06:21;00:03:01;95%;2021-02-24;24/02/2021;13:00:00;DIA NOMAL;13;21;20%;12%;92;84;24/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-24 12:00:00;113;106;21;21;64;7;00:06:36;00:01:53;94%;2021-02-24;24/02/2021;12:00:00;DIA NOMAL;21;42;37%;19%;92;71;24/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-24 11:00:00;136;119;11;22;86;17;00:06:37;00:02:07;88%;2021-02-24;24/02/2021;11:00:00;DIA NOMAL;11;33;24%;8%;125;103;24/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-24 10:00:00;128;113;;9;104;15;00:07:09;00:02:39;88%;2021-02-24;24/02/2021;10:00:00;DIA NOMAL;0;9;7%;0%;128;119;24/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-24 09:00:00;112;99;5;3;91;13;00:06:54;00:03:59;88%;2021-02-24;24/02/2021;09:00:00;DIA NOMAL;5;8;7%;4%;107;104;24/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-24 08:00:00;49;49;47;2;;;00:05:47;00:00:07;100%;2021-02-24;24/02/2021;08:00:00;DIA NOMAL;47;49;100%;96%;2;0;24/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-23 20:00:00;8;8;8;;;;00:06:43;00:00:00;100%;2021-02-23;23/02/2021;20:00:00;DIA NOMAL;8;8;100%;100%;0;0;23/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-23 19:00:00;25;24;23;;;1;00:06:54;00:00:00;96%;2021-02-23;23/02/2021;19:00:00;DIA NOMAL;23;23;92%;92%;2;2;23/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-23 18:00:00;43;42;22;8;12;1;00:07:19;00:00:59;98%;2021-02-23;23/02/2021;18:00:00;DIA NOMAL;22;30;70%;51%;21;13;23/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-23 17:00:00;50;46;8;5;33;4;00:05:14;00:03:41;92%;2021-02-23;23/02/2021;17:00:00;DIA NOMAL;8;13;26%;16%;42;37;23/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-23 16:00:00;88;78;9;11;58;10;00:05:54;00:03:07;89%;2021-02-23;23/02/2021;16:00:00;DIA NOMAL;9;20;23%;10%;79;68;23/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-23 15:00:00;110;92;8;4;80;18;00:08:07;00:03:45;84%;2021-02-23;23/02/2021;15:00:00;DIA NOMAL;8;12;11%;7%;102;98;23/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-23 14:00:00;95;93;75;15;3;2;00:06:07;00:00:20;98%;2021-02-23;23/02/2021;14:00:00;DIA NOMAL;75;90;95%;79%;20;5;23/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-23 13:00:00;125;124;97;20;7;1;00:05:49;00:00:21;99%;2021-02-23;23/02/2021;13:00:00;DIA NOMAL;97;117;94%;78%;28;8;23/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-23 12:00:00;108;97;60;16;21;11;00:05:54;00:00:49;90%;2021-02-23;23/02/2021;12:00:00;DIA NOMAL;60;76;70%;56%;48;32;23/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-23 11:00:00;125;120;25;35;60;5;00:06:03;00:01:45;96%;2021-02-23;23/02/2021;11:00:00;DIA NOMAL;25;60;48%;20%;100;65;23/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-23 10:00:00;132;126;31;32;63;6;00:05:57;00:01:38;96%;2021-02-23;23/02/2021;10:00:00;DIA NOMAL;31;63;48%;23%;101;69;23/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-23 09:00:00;110;107;14;27;65;3;00:05:35;00:02:04;97%;2021-02-23;23/02/2021;09:00:00;DIA NOMAL;14;41;37%;13%;96;69;23/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-23 08:00:00;58;58;50;1;7;;00:05:32;00:00:18;100%;2021-02-23;23/02/2021;08:00:00;DIA NOMAL;50;51;88%;86%;8;7;23/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-22 20:00:00;4;4;4;;;;00:05:52;00:00:00;100%;2021-02-22;22/02/2021;20:00:00;DIA DE PICO;4;4;100%;100%;0;0;22/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-22 19:00:00;14;14;18;;;;00:08:55;00:00:00;100%;2021-02-22;22/02/2021;19:00:00;DIA DE PICO;18;18;129%;129%;-4;-4;22/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-22 18:00:00;53;47;2;2;45;6;00:07:04;00:03:59;89%;2021-02-22;22/02/2021;18:00:00;DIA DE PICO;2;4;8%;4%;51;49;22/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-22 17:00:00;83;65;1;;64;18;00:06:43;00:05:19;78%;2021-02-22;22/02/2021;17:00:00;DIA DE PICO;1;1;1%;1%;82;82;22/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-22 16:00:00;120;90;;;90;30;00:06:42;00:06:55;75%;2021-02-22;22/02/2021;16:00:00;DIA DE PICO;0;0;0%;0%;120;120;22/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-22 15:00:00;137;113;1;5;107;24;00:06:30;00:03:35;83%;2021-02-22;22/02/2021;15:00:00;DIA DE PICO;1;6;4%;1%;136;131;22/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-22 14:00:00;141;127;;4;123;14;00:06:10;00:02:53;90%;2021-02-22;22/02/2021;14:00:00;DIA DE PICO;0;4;3%;0%;141;137;22/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-22 13:00:00;131;116;12;24;80;15;00:06:29;00:02:17;89%;2021-02-22;22/02/2021;13:00:00;DIA DE PICO;12;36;27%;9%;119;95;22/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-22 12:00:00;147;112;;5;107;35;00:06:32;00:04:19;76%;2021-02-22;22/02/2021;12:00:00;DIA DE PICO;0;5;3%;0%;147;142;22/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-22 11:00:00;161;118;;;118;43;00:07:05;00:05:12;73%;2021-02-22;22/02/2021;11:00:00;DIA DE PICO;0;0;0%;0%;161;161;22/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-22 10:00:00;134;121;;2;119;13;00:06:37;00:03:27;90%;2021-02-22;22/02/2021;10:00:00;DIA DE PICO;0;2;1%;0%;134;132;22/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-22 09:00:00;128;103;6;1;96;25;00:06:09;00:04:47;81%;2021-02-22;22/02/2021;09:00:00;DIA DE PICO;6;7;5%;5%;122;121;22/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-22 08:00:00;58;58;55;2;1;;00:04:59;00:00:06;100%;2021-02-22;22/02/2021;08:00:00;DIA DE PICO;55;57;98%;95%;3;1;22/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-19 20:00:00;5;5;5;;;;00:05:17;00:00:00;100%;2021-02-19;19/02/2021;20:00:00;DIA NOMAL;5;5;100%;100%;0;0;19/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-19 19:00:00;10;10;10;;;;00:04:27;00:00:00;83%;2021-02-19;19/02/2021;19:00:00;DIA NOMAL;10;10;100%;100%;0;0;19/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-19 18:00:00;32;32;30;1;1;;00:05:22;00:00:08;94%;2021-02-19;19/02/2021;18:00:00;DIA NOMAL;30;31;97%;94%;2;1;19/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-19 17:00:00;44;41;18;7;16;3;00:05:59;00:01:17;93%;2021-02-19;19/02/2021;17:00:00;DIA NOMAL;18;25;57%;41%;26;19;19/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-19 16:00:00;77;71;15;8;48;6;00:06:15;00:02:14;92%;2021-02-19;19/02/2021;16:00:00;DIA NOMAL;15;23;30%;19%;62;54;19/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-19 15:00:00;128;113;37;16;60;15;00:06:14;00:02:17;88%;2021-02-19;19/02/2021;15:00:00;DIA NOMAL;37;53;41%;29%;91;75;19/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-19 14:00:00;101;99;77;11;11;2;00:06:14;00:00:26;98%;2021-02-19;19/02/2021;14:00:00;DIA NOMAL;77;88;87%;76%;24;13;19/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-19 13:00:00;107;104;71;7;26;3;00:06:02;00:00:42;97%;2021-02-19;19/02/2021;13:00:00;DIA NOMAL;71;78;73%;66%;36;29;19/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-19 12:00:00;106;97;56;18;23;9;00:05:40;00:00:50;92%;2021-02-19;19/02/2021;12:00:00;DIA NOMAL;56;74;70%;53%;50;32;19/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-19 11:00:00;94;92;84;8;;2;00:06:21;00:00:09;98%;2021-02-19;19/02/2021;11:00:00;DIA NOMAL;84;92;98%;89%;10;2;19/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-19 10:00:00;98;96;88;8;;2;00:06:26;00:00:08;98%;2021-02-19;19/02/2021;10:00:00;DIA NOMAL;88;96;98%;90%;10;2;19/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-19 09:00:00;85;83;31;23;29;2;00:05:54;00:01:24;98%;2021-02-19;19/02/2021;09:00:00;DIA NOMAL;31;54;64%;36%;54;31;19/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-19 08:00:00;47;47;47;;;;00:04:45;00:00:00;100%;2021-02-19;19/02/2021;08:00:00;DIA NOMAL;47;47;100%;100%;0;0;19/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-18 20:00:00;3;3;3;;;;00:04:41;00:00:00;100%;2021-02-18;18/02/2021;20:00:00;DIA NOMAL;3;3;100%;100%;0;0;18/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-18 19:00:00;17;17;17;;;;00:05:51;00:00:00;100%;2021-02-18;18/02/2021;19:00:00;DIA NOMAL;17;17;100%;100%;0;0;18/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-18 18:00:00;35;34;27;2;5;1;00:07:28;00:00:22;97%;2021-02-18;18/02/2021;18:00:00;DIA NOMAL;27;29;83%;77%;8;6;18/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-18 17:00:00;54;50;12;10;28;4;00:05:56;00:02:22;93%;2021-02-18;18/02/2021;17:00:00;DIA NOMAL;12;22;41%;22%;42;32;18/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-18 16:00:00;114;98;2;4;92;16;00:06:23;00:04:42;86%;2021-02-18;18/02/2021;16:00:00;DIA NOMAL;2;6;5%;2%;112;108;18/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-18 15:00:00;108;100;30;19;51;8;00:07:09;00:01:38;93%;2021-02-18;18/02/2021;15:00:00;DIA NOMAL;30;49;45%;28%;78;59;18/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-18 14:00:00;133;122;22;18;82;11;00:06:23;00:02:07;92%;2021-02-18;18/02/2021;14:00:00;DIA NOMAL;22;40;30%;17%;111;93;18/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-18 13:00:00;112;107;38;28;41;5;00:06:53;00:01:07;96%;2021-02-18;18/02/2021;13:00:00;DIA NOMAL;38;66;59%;34%;74;46;18/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-18 12:00:00;110;104;42;14;48;6;00:05:53;00:01:18;95%;2021-02-18;18/02/2021;12:00:00;DIA NOMAL;42;56;51%;38%;68;54;18/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-18 11:00:00;134;108;4;7;97;26;00:06:27;00:03:35;81%;2021-02-18;18/02/2021;11:00:00;DIA NOMAL;4;11;8%;3%;130;123;18/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-18 10:00:00;159;136;17;1;118;23;00:07:19;00:05:41;86%;2021-02-18;18/02/2021;10:00:00;DIA NOMAL;17;18;11%;11%;142;141;18/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-18 09:00:00;109;99;24;19;56;10;00:05:49;00:01:53;91%;2021-02-18;18/02/2021;09:00:00;DIA NOMAL;24;43;39%;22%;85;66;18/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-18 08:00:00;56;55;44;9;2;1;00:06:23;00:00:16;98%;2021-02-18;18/02/2021;08:00:00;DIA NOMAL;44;53;95%;79%;12;3;18/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-17 20:00:00;6;6;6;;;;00:06:14;00:00:00;100%;2021-02-17;17/02/2021;20:00:00;DIA DE PICO;6;6;100%;100%;0;0;17/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-17 19:00:00;20;20;20;;;;00:06:06;00:00:00;100%;2021-02-17;17/02/2021;19:00:00;DIA DE PICO;20;20;100%;100%;0;0;17/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-17 18:00:00;37;36;19;9;8;1;00:06:07;00:00:59;97%;2021-02-17;17/02/2021;18:00:00;DIA DE PICO;19;28;76%;51%;18;9;17/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-17 17:00:00;71;51;;;51;20;00:07:30;00:05:06;72%;2021-02-17;17/02/2021;17:00:00;DIA DE PICO;0;0;0%;0%;71;71;17/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-17 16:00:00;103;73;;2;71;30;00:07:09;00:05:22;71%;2021-02-17;17/02/2021;16:00:00;DIA DE PICO;0;2;2%;0%;103;101;17/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-17 15:00:00;123;97;2;7;88;26;00:06:43;00:04:57;79%;2021-02-17;17/02/2021;15:00:00;DIA DE PICO;2;9;7%;2%;121;114;17/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-17 14:00:00;157;109;;;109;48;00:07:22;00:08:05;69%;2021-02-17;17/02/2021;14:00:00;DIA DE PICO;0;0;0%;0%;157;157;17/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-17 13:00:00;138;104;;1;103;34;00:06:21;00:04:18;75%;2021-02-17;17/02/2021;13:00:00;DIA DE PICO;0;1;1%;0%;138;137;17/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-17 12:00:00;107;100;7;4;89;7;00:06:46;00:03:03;94%;2021-02-17;17/02/2021;12:00:00;DIA DE PICO;7;11;10%;7%;100;96;17/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-17 11:00:00;96;90;59;8;23;6;00:06:30;00:01:03;94%;2021-02-17;17/02/2021;11:00:00;DIA DE PICO;59;67;70%;61%;37;29;17/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-17 10:00:00;91;90;74;10;6;1;00:05:54;00:00:19;99%;2021-02-17;17/02/2021;10:00:00;DIA DE PICO;74;84;92%;81%;17;7;17/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-17 09:00:00;76;68;14;13;41;8;00:07:03;00:03:05;90%;2021-02-17;17/02/2021;09:00:00;DIA DE PICO;14;27;36%;18%;62;49;17/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-17 08:00:00;40;36;23;5;8;4;00:05:35;00:00:58;90%;2021-02-17;17/02/2021;08:00:00;DIA DE PICO;23;28;70%;58%;17;12;17/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-12 20:00:00;3;3;3;;;;00:03:27;00:00:12;100%;2021-02-12;12/02/2021;20:00:00;DIA DE PICO;3;3;100%;100%;0;0;12/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-12 19:00:00;13;12;10;1;1;1;00:05:07;00:00:23;92%;2021-02-12;12/02/2021;19:00:00;DIA DE PICO;10;11;85%;77%;3;2;12/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-12 18:00:00;30;30;30;;;;00:04:32;00:00:00;100%;2021-02-12;12/02/2021;18:00:00;DIA DE PICO;30;30;100%;100%;0;0;12/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-12 17:00:00;46;44;35;3;6;2;00:04:34;00:00:29;96%;2021-02-12;12/02/2021;17:00:00;DIA DE PICO;35;38;83%;76%;11;8;12/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-12 16:00:00;63;61;47;10;4;2;00:04:35;00:00:21;97%;2021-02-12;12/02/2021;16:00:00;DIA DE PICO;47;57;90%;75%;16;6;12/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-12 15:00:00;72;72;72;;;;00:05:45;00:00:02;100%;2021-02-12;12/02/2021;15:00:00;DIA DE PICO;72;72;100%;100%;0;0;12/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-12 14:00:00;106;97;31;26;40;9;00:05:47;00:01:50;92%;2021-02-12;12/02/2021;14:00:00;DIA DE PICO;31;57;54%;29%;75;49;12/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-12 13:00:00;78;70;27;4;39;8;00:05:33;00:02:17;90%;2021-02-12;12/02/2021;13:00:00;DIA DE PICO;27;31;40%;35%;51;47;12/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-12 12:00:00;98;92;50;24;18;6;00:06:22;00:00:44;94%;2021-02-12;12/02/2021;12:00:00;DIA DE PICO;50;74;76%;51%;48;24;12/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-12 11:00:00;101;98;45;23;30;3;00:06:28;00:00:59;97%;2021-02-12;12/02/2021;11:00:00;DIA DE PICO;45;68;67%;45%;56;33;12/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-12 10:00:00;92;92;87;5;;;00:06:22;00:00:04;100%;2021-02-12;12/02/2021;10:00:00;DIA DE PICO;87;92;100%;95%;5;0;12/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-12 09:00:00;83;80;58;14;8;3;00:05:22;00:00:32;96%;2021-02-12;12/02/2021;09:00:00;DIA DE PICO;58;72;87%;70%;25;11;12/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-12 08:00:00;40;40;40;;;;00:04:48;00:00:01;100%;2021-02-12;12/02/2021;08:00:00;DIA DE PICO;40;40;100%;100%;0;0;12/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-11 20:00:00;6;6;6;;;;00:03:27;00:00:00;100%;2021-02-11;11/02/2021;20:00:00;DIA NOMAL;6;6;100%;100%;0;0;11/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-11 19:00:00;18;18;18;;;;00:04:13;00:00:00;100%;2021-02-11;11/02/2021;19:00:00;DIA NOMAL;18;18;100%;100%;0;0;11/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-11 18:00:00;21;21;21;;;;00:04:55;00:00:00;100%;2021-02-11;11/02/2021;18:00:00;DIA NOMAL;21;21;100%;100%;0;0;11/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-11 17:00:00;55;49;22;7;20;6;00:05:44;00:01:19;89%;2021-02-11;11/02/2021;17:00:00;DIA NOMAL;22;29;53%;40%;33;26;11/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-11 16:00:00;81;76;31;13;32;5;00:05:58;00:01:13;94%;2021-02-11;11/02/2021;16:00:00;DIA NOMAL;31;44;54%;38%;50;37;11/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-11 15:00:00;117;114;63;27;24;3;00:05:33;00:00:48;97%;2021-02-11;11/02/2021;15:00:00;DIA NOMAL;63;90;77%;54%;54;27;11/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-11 14:00:00;124;113;57;9;46;11;00:05:59;00:01:55;91%;2021-02-11;11/02/2021;14:00:00;DIA NOMAL;57;66;53%;46%;67;58;11/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-11 13:00:00;79;79;70;8;1;;00:05:47;00:00:11;100%;2021-02-11;11/02/2021;13:00:00;DIA NOMAL;70;78;99%;89%;9;1;11/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-11 12:00:00;87;86;69;10;7;1;00:05:39;00:00:14;99%;2021-02-11;11/02/2021;12:00:00;DIA NOMAL;69;79;91%;79%;18;8;11/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-11 11:00:00;109;106;57;25;24;3;00:05:27;00:00:46;97%;2021-02-11;11/02/2021;11:00:00;DIA NOMAL;57;82;75%;52%;52;27;11/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-11 10:00:00;105;104;83;13;8;1;00:06:08;00:00:20;99%;2021-02-11;11/02/2021;10:00:00;DIA NOMAL;83;96;91%;79%;22;9;11/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-11 09:00:00;83;81;72;4;5;2;00:05:25;00:00:13;98%;2021-02-11;11/02/2021;09:00:00;DIA NOMAL;72;76;92%;87%;11;7;11/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-11 08:00:00;37;37;37;;;;00:04:50;00:00:00;100%;2021-02-11;11/02/2021;08:00:00;DIA NOMAL;37;37;100%;100%;0;0;11/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-11 07:00:00;1;1;1;;;;00:08:20;00:00:00;100%;2021-02-11;11/02/2021;07:00:00;DIA NOMAL;1;1;100%;100%;0;0;11/02/2021;(02)-fev/2021;2021;07:00:00
2021-02-10 20:00:00;4;4;4;;;;00:07:41;00:00:00;100%;2021-02-10;10/02/2021;20:00:00;DIA NOMAL;4;4;100%;100%;0;0;10/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-10 19:00:00;16;16;16;;;;00:08:07;00:00:02;100%;2021-02-10;10/02/2021;19:00:00;DIA NOMAL;16;16;100%;100%;0;0;10/02/2021;(02)-fev/2021;2021;19:00:00
